"","CustomerID","Age","CommuteTime","EducationYears","EmploymentLength","Gender","HouseholdSize","JobCategory","MaritalStatus","PoliticalPartyMem","Retired","TownSize","UnionMember","CardItemsMonthly","CardSpendMonth","CardTenure","CreditDebt","DebtToIncomeRatio","HHIncome","LoanDefault","OtherDebt","CarBrand","CarOwnership","CarsOwned","CarValue","HomeOwner","Internet","NumberBirds","NumberCats","NumberDogs","NumberPets","OwnsFax","OwnsGameSystem","OwnsMobileDevice","OwnsPC","ActiveLifestyle","NewsSubscriber","TVWatchingHours","Votes","CallerID","CallForward","CallingCard","CallWait","DataLastMonth","DataOverTenure","EquipmentLastMonth","EquipmentOverTenure","EquipmentRental","Multiline","Pager","PhoneCoTenure","Region","ThreeWayCalling","VM","VoiceLastMonth","VoiceOverTenure","WirelessData","CreditCard","EBilling","TotalDebt","AvgCardSpendMonth","AvgValuePerCar","TechOwnership","NumAddOns","CardSpendMonthScaled","DataOverTenureScaled","VoiceOverTenureScaled","HHIncomeScaled","CarValueScaled"
"2982","7355-PBEBVW-5BG",29,21,15,3,"Male",5,"Agriculture","Married","No","No",4,"No",10,2267.9,6,0.22275,7.5,15000,"No",0.90225,"Domestic","Own",3,6200,"Yes",2,0,3,0,3,"No","Yes","No","Yes","Yes","No",19,"No","No","No","No","No",0,0,22.75,204.65,"Yes","No","Yes",8,5,"No","No",9,15.65,"No","Disc","No",1.125,226.79,2066.66666666667,2,1,-0.452926326610378,-0.421561662771884,-0.707548033696724,-0.717973761760106,-1.00312255411081
"2983","1739-SLRRCS-I6Q",20,29,15,0,"Female",4,"Sales","Married","No","No",4,"No",8,2323.4,2,0.155312,1.7,16000,"Yes",0.116688,"Foreign","Own",5,8600,"Yes",0,0,1,0,10,"No","No","No","No","No","No",18,"No","No","No","No","No",0,0,0,0,"No","No","No",22,2,"No","No",19.95,161.7,"No","AMEX","No",0.272,290.425,1720,0,0,-0.430256577800513,-0.421561662771884,-0.55838821438096,-0.699915889906262,-0.880959073670624
"2984","0756-PQWTXG-M9F",24,23,18,0,"Male",2,"Professional","Unmarried","Yes","No",2,"No",13,4870.5,3,0.009184,4.1,28000,"No",1.138816,"Foreign","Own",2,16200,"No",4,0,0,0,5,"Yes","Yes","Yes","Yes","No","Yes",22,"No","Yes","Yes","Yes","No",42.7,262.05,36.1,218.1,"Yes","Yes","Yes",7,2,"Yes","Yes",25.05,43.4,"Yes","Visa","Yes",1.148,374.653846153846,8100,4,4,0.610141930192415,-0.159774310552162,-0.679207157380309,-0.483221427660131,-0.494108052276715
"2985","6561-EOIILF-QKR",66,24,15,11,"Female",1,"Crafts","Unmarried","Yes","Yes",1,"No",4,649.9,36,0.118252,3.7,17000,"No",0.510748,"Domestic","Lease",4,6600,"No",2,0,0,0,0,"No","Yes","Yes","Yes","No","Yes",21,"No","No","No","Yes","No",45.65,3053.65,42.8,2932.4,"Yes","Yes","Yes",68,1,"No","Yes",50.25,1161.1,"Yes","Disc","Yes",0.629,162.475,1650,3,3,-1.11382098560789,2.62902772133709,0.462291850146085,-0.681858018052417,-0.982761974037442
"2986","9925-XHHURD-XVV",54,12,18,17,"Female",4,"Crafts","Married","No","No",1,"No",11,2835.6,24,0.276336,10.1,57000,"No",5.480664,"Domestic","Own",3,27800,"Yes",4,0,0,0,3,"No","Yes","Yes","Yes","No","Yes",19,"No","No","Yes","Yes","No",27.65,957.85,39.05,1216.85,"Yes","Yes","Yes",33,2,"No","Yes",23.55,281.25,"Yes","Disc","Yes",5.757,257.781818181818,9266.66666666667,3,3,-0.221041346441722,0.535328302210605,-0.436292655331322,0.0404568561013527,0.0963487698508299
"2987","8344-XAYROR-07W",49,31,16,4,"Female",2,"Sales","Unmarried","No","No",3,"Yes",8,1701.2,3,0.219076,1.3,44000,"No",0.352924,"Domestic","Own",1,19300,"No",3,0,1,0,2,"No","No","Yes","Yes","No","No",18,"Yes","Yes","Yes","Yes","Yes",22.2,244.55,0,0,"No","No","No",12,1,"Yes","No",17.7,64.65,"Yes","Disc","Yes",0.572,212.65,19300,2,1,-0.684402842836515,-0.177256770631708,-0.657504684525396,-0.194295477998623,-0.336313556708147
"2988","8711-JOPRPU-AU6",32,19,17,4,"Female",1,"Service","Unmarried","No","No",4,"No",6,1007.7,14,0.019734,1.1,26000,"Yes",0.266266,"Foreign","Own",2,12400,"No",0,0,0,0,0,"No","Yes","Yes","No","Yes","No",19,"No","No","No","No","No",0,0,0,0,"No","No","No",40,5,"No","No",23.25,305,"No","Disc","No",0.286,167.95,6200,2,0,-0.967672586974199,-0.421561662771884,-0.412036950375831,-0.519337171367819,-0.68753356297367
"2989","0524-DGNLNI-VQM",27,30,12,0,"Male",2,"Sales","Married","No","No",3,"No",8,2554.9,4,1.230084,9.4,18000,"No",0.461916,"Foreign","Own",3,8600,"Yes",0,0,3,0,10,"No","No","No","No","No","No",29,"No","No","Yes","No","No",0,0,0,0,"No","No","No",13,2,"No","No",17.25,58.75,"No","Mast","No",1.692,319.3625,2866.66666666667,0,0,-0.335697175107112,-0.421561662771884,-0.66353031228276,-0.663800146198573,-0.880959073670624
"2990","9581-DYJTQD-B85",41,31,19,4,"Male",1,"Professional","Unmarried","Yes","No",4,"No",12,8674.7,3,3.35559,26.6,87000,"Yes",19.78641,"Domestic","Own",4,47800,"No",2,0,0,0,0,"No","Yes","No","Yes","Yes","No",20,"No","No","No","No","No",0,0,0,0,"No","No","No",7,5,"Yes","No",23.7,51.1,"No","AMEX","Yes",23.142,722.891666666667,11950,2,1,2.16402046032735,-0.421561662771884,-0.671343202510529,0.58219301171668,1.11437777351901
"2991","6086-QLXKZB-P8C",19,24,14,0,"Male",3,"Professional","Unmarried","No","No",2,"No",8,897.6,1,1.008315,9.7,21000,"No",1.028685,"Foreign","Lease",1,11900,"Yes",0,0,0,1,1,"No","Yes","Yes","No","Yes","No",17,"Yes","No","Yes","No","Yes",0,0,0,0,"No","No","No",15,1,"No","No",13.5,72.8,"No","Mast","No",2.037,112.2,11900,2,0,-1.01264446704566,-0.421561662771884,-0.649181147877512,-0.60962653063704,-0.712984288065374
"2992","0195-FXTDDT-7OJ",47,27,19,15,"Female",1,"Labor","Unmarried","Yes","No",2,"No",7,1691.6,14,8.658,15.6,185000,"Yes",20.202,"Foreign","Own",2,91000,"Yes",1,0,0,0,8,"Yes","Yes","Yes","Yes","No","Yes",11,"Yes","No","Yes","Yes","Yes",0,0,0,0,"No","Yes","Yes",28,1,"No","No",21.6,224.25,"No","Mast","Yes",28.86,241.657142857143,45500,4,2,-0.688324096684708,-0.421561662771884,-0.494506347224499,2.35186445339342,3.31332042144228
"2993","2625-GKYBHV-6VK",54,23,15,9,"Female",1,"Professional","Unmarried","Yes","No",3,"No",6,3001.7,36,3.58176,20.8,42000,"No",5.15424,"Domestic","Own",1,22700,"Yes",4,0,0,0,5,"Yes","No","Yes","Yes","No","Yes",25,"Yes","No","No","Yes","No",47.7,3248.2,46.2,3202,"Yes","Yes","No",71,4,"No","No",107.7,2540.55,"Yes","AMEX","Yes",8.736,500.283333333333,22700,3,1,-0.153195485589134,2.8233827275357,1.87111425860299,-0.230411221706311,-0.163248626084556
"2994","7751-YUBERY-3UE",37,25,18,1,"Male",1,"Sales","Unmarried","No","No",2,"No",10,3809.6,3,0.476928,3.6,48000,"No",1.251072,"Foreign","Own",1,22800,"No",4,4,0,0,4,"No","Yes","No","Yes","No","No",22,"Yes","No","No","No","No",0,0,0,0,"No","Yes","No",9,4,"Yes","Yes",7.35,17.15,"No","Disc","Yes",1.728,380.96,22800,2,3,0.176802533572849,-0.421561662771884,-0.706016094436377,-0.122063990583246,-0.158158481066215
"2995","9455-WQIVOC-2F7",45,35,16,11,"Female",4,"Professional","Married","No","No",5,"No",4,1760.7,23,0.564079,2.9,53000,"No",0.972921,"Domestic","Own",0,25907.1507883633,"No",1,0,0,0,0,"No","Yes","Yes","Yes","Yes","Yes",18,"Yes","No","No","Yes","No",0,0,0,0,"No","Yes","No",44,5,"No","No",43.2,641.7,"No","Disc","No",1.537,440.175,Inf,3,1,-0.660099238256569,-0.421561662771884,-0.0681676510699918,-0.0317746313140243,0
"2996","5901-KJGWAL-MWZ",50,28,17,17,"Male",3,"Labor","Married","No","No",5,"No",7,9666.4,25,5.78411,17.8,97000,"No",11.48189,"Domestic","Own",2,54400,"Yes",3,0,0,2,16,"No","No","Yes","Yes","No","Yes",19,"Yes","Yes","Yes","Yes","Yes",76.15,4494.9,67.85,4125.3,"Yes","Yes","Yes",63,1,"Yes","Yes",81.75,1732.1,"Yes","AMEX","No",17.266,1380.91428571429,27200,2,4,2.56909415212453,4.06883318360259,1.04545006191809,0.762771730255123,1.45032734472951
"2997","4523-IIDSYM-ANC",57,28,12,20,"Male",2,"Crafts","Married","No","No",3,"No",6,1651.2,34,2.580039,11.9,99000,"No",9.200961,"Foreign","Own",2,39500,"Yes",0,0,0,0,6,"No","No","Yes","Yes","Yes","No",21,"Yes","No","No","Yes","No",0,0,0,0,"No","Yes","No",70,3,"No","No",49.65,1209.8,"No","Visa","No",11.781,275.2,19750,2,1,-0.704826039962519,-0.421561662771884,0.512028811465344,0.798887473962811,0.691895736996716
"2998","6060-LKJICZ-JEM",18,21,13,0,"Male",1,"Sales","Unmarried","No","No",3,"No",8,2753.4,0,1.422096,17.2,12000,"Yes",0.641904,"Foreign","Own",1,5700,"Yes",0,0,0,0,0,"No","No","No","No","Yes","Yes",19,"No","No","No","No","Yes",0,0,0,0,"No","Yes","No",10,2,"No","No",19.35,55.3,"No","Visa","No",2.064,344.175,5700,0,1,-0.254617082516873,-0.421561662771884,-0.667053772581558,-0.772147377321639,-1.02857327920251
"2999","1196-GAUURS-3CL",46,23,14,11,"Male",1,"Professional","Unmarried","No","No",3,"No",16,3933.2,10,3.358134,7.8,113000,"No",5.455866,"Foreign","Own",5,38000,"Yes",4,2,0,0,2,"No","Yes","Yes","Yes","Yes","No",19,"Yes","No","No","No","No",0,0,30.95,887.9,"Yes","Yes","No",31,2,"No","No",27.45,296.2,"No","AMEX","Yes",8.814,245.825,7600,3,1,0.227288676868332,-0.421561662771884,-0.421024327369866,1.05169767991663,0.615543561721602
"3000","3657-ZNSIXZ-A02",78,24,12,38,"Female",1,"Labor","Unmarried","Yes","Yes",5,"No",3,329,29,0.101106,4.1,9000,"No",0.267894,"Domestic","Lease",2,4100,"Yes",0,0,0,2,2,"No","No","Yes","No","Yes","No",20,"Yes","Yes","No","Yes","Yes",0,0,0,0,"No","Yes","No",58,5,"Yes","No",54.3,1126.4,"No","Visa","No",0.369,109.666666666667,2050,1,2,-1.24489706476259,-0.421561662771884,0.426852988590063,-0.826320992883171,-1.11001559949596
"3001","2551-GFSNZU-HAE",28,21,17,0,"Male",6,"Sales","Married","Yes","No",2,"No",12,2000.7,10,0.18258,1.5,34000,"Yes",0.32742,"Foreign","Own",2,22900,"No",0,0,2,0,2,"No","No","No","Yes","Yes","No",21,"Yes","No","No","No","No",0,0,0,0,"No","No","No",25,5,"No","No",32.85,294.6,"No","AMEX","No",0.51,166.725,11450,1,0,-0.562067892051747,-0.421561662771884,-0.422658395914236,-0.374874196537065,-0.153068336047874
"3002","5173-GGPXIF-Q5D",20,28,12,1,"Male",4,"Professional","Unmarried","Yes","No",5,"No",6,725.2,2,1.782522,32.9,14000,"Yes",2.823478,"Domestic","Own",3,2600,"Yes",0,0,0,0,4,"No","No","No","Yes","Yes","No",14,"Yes","No","Yes","Yes","No",0,0,0,0,"No","No","No",22,4,"Yes","No",34.95,248.65,"No","Mast","No",4.606,120.866666666667,866.666666666667,1,1,-1.08306365073613,-0.421561662771884,-0.469586801922859,-0.73603163361395,-1.18636777477108
"3003","6495-JTWSUN-4IL",65,32,16,23,"Male",2,"Service","Married","Yes","Yes",4,"No",11,1364.2,33,0.100098,6.7,18000,"No",1.105902,"Domestic","Lease",1,11400,"No",0,0,2,0,2,"No","No","No","No","No","Yes",20,"No","Yes","No","Yes","Yes",0,0,0,0,"No","Yes","No",70,4,"Yes","Yes",49.95,1204.55,"No","Mast","No",1.206,124.018181818182,11400,0,3,-0.822055191465786,-0.421561662771884,0.50666702405413,-0.663800146198573,-0.738435013157079
"3004","5622-IVRSCE-OF8",57,21,19,0,"Female",2,"Sales","Married","Yes","No",1,"No",12,4022.5,17,0.468026,4.7,26000,"No",0.753974,"Domestic","Own",1,16000,"Yes",3,0,0,0,0,"No","Yes","Yes","Yes","No","Yes",26,"No","No","No","Yes","Yes",25,905.9,30.95,1189.85,"Yes","Yes","No",38,3,"Yes","Yes",23.1,301.6,"Yes","Disc","Yes",1.222,335.208333333333,16000,3,3,0.263764506935376,0.483430370717323,-0.415509346032617,-0.519337171367819,-0.504288342313397
"3005","2902-MXSULL-QQY",59,24,17,5,"Female",2,"Sales","Married","No","No",1,"No",3,1570.6,9,2.723292,14.3,46000,"No",3.854708,"Domestic","Own",2,22200,"No",0,0,0,0,6,"No","No","No","No","Yes","Yes",20,"No","Yes","No","No","No",0,0,0,0,"No","No","No",11,2,"No","No",28.95,123.2,"No","AMEX","No",6.578,523.533333333333,11100,0,0,-0.737748233729639,-0.421561662771884,-0.59770798872986,-0.158179734290934,-0.188699351176261
"3006","4628-JAFKRH-KX3",57,22,18,10,"Male",2,"Professional","Unmarried","No","No",4,"No",14,15183.3,9,2.1344,11.6,92000,"No",8.5376,"Foreign","Own",1,58200,"Yes",0,0,0,0,0,"No","No","Yes","No","Yes","No",22,"Yes","Yes","Yes","No","Yes",0,0,0,0,"No","Yes","No",19,5,"No","No",15.9,89.75,"No","AMEX","No",10.672,1084.52142857143,58200,1,1,4.82254887661363,-0.421561662771884,-0.631870234235594,0.672482370985901,1.64375285542647
"3007","4965-JBQTXL-X2C",19,28,14,0,"Female",3,"Sales","Married","No","No",3,"No",5,1158.4,1,0.15841,3.1,14000,"No",0.27559,"Domestic","Own",3,8900,"Yes",2,0,0,0,0,"No","Yes","Yes","Yes","Yes","No",20,"No","No","No","No","No",0,0,0,0,"No","No","No",7,5,"No","No",13.95,26.2,"No","Visa","Yes",0.434,231.68,2966.66666666667,3,0,-0.906117070836421,-0.421561662771884,-0.696773394232285,-0.73603163361395,-0.865688638615601
"3008","8485-MQGPZC-SMF",21,25,16,0,"Female",3,"Sales","Married","No","No",2,"No",10,4265.1,3,0.73542,21,34000,"Yes",6.40458,"Foreign","Own",2,19300,"Yes",0,0,1,0,4,"Yes","Yes","Yes","Yes","No","No",27,"Yes","Yes","No","Yes","Yes",30.25,592.75,0,0,"No","No","Yes",20,1,"Yes","No",14.1,108.05,"Yes","AMEX","Yes",7.14,426.51,9650,4,2,0.362857859390751,0.170594235065324,-0.613180575259363,-0.374874196537065,-0.336313556708147
"3009","4701-RYFQNE-JMD",60,17,21,14,"Male",1,"Professional","Unmarried","No","No",2,"No",8,3094.4,24,7.66379,10.9,158000,"No",9.55821,"Domestic","Own",1,85700,"No",1,0,1,0,1,"No","No","Yes","Yes","No","Yes",16,"No","No","No","Yes","No",0,0,0,0,"No","Yes","No",57,2,"No","No",52.8,1005.85,"No","Disc","Yes",17.222,386.8,85700,2,1,-0.115330878117522,-0.421561662771884,0.303736136700194,1.86430191333962,3.04354273547021
"3010","4694-EIJDQG-FT4",46,30,16,12,"Female",1,"Service","Unmarried","No","No",4,"No",9,4774.8,11,0.3654,5,84000,"No",3.8346,"Foreign","Own",1,43300,"No",0,0,0,1,4,"No","Yes","No","Yes","No","No",18,"Yes","No","No","No","No",0,0,0,0,"No","Yes","No",34,2,"No","No",39.6,438.15,"No","Disc","Yes",4.2,530.533333333333,43300,2,1,0.571051930893242,-0.421561662771884,-0.276051808699049,0.528019396155147,0.88532124769367
"3011","3477-CTHOBG-VL2",68,22,16,9,"Female",1,"Sales","Unmarried","No","No",2,"No",5,1062.2,3,1.310445,4.5,51000,"No",0.984555,"Domestic","Own",0,25907.1507883633,"Yes",0,0,2,1,12,"No","No","No","Yes","No","No",26,"No","Yes","Yes","No","Yes",0,0,0,0,"No","No","No",2,5,"Yes","No",15,16.2,"No","Mast","No",2.295,212.44,Inf,1,1,-0.945411302106854,-0.421561662771884,-0.706986322634597,-0.0678903750217128,0
"3012","3820-FTKKWP-LH9",18,19,13,0,"Female",1,"Crafts","Unmarried","No","No",1,"No",5,980.8,0,0.47571,10.1,15000,"Yes",1.03929,"Domestic","Own",0,25907.1507883633,"No",0,0,0,0,0,"No","No","No","No","Yes","No",18,"No","No","No","No","No",0,0,0,0,"No","No","No",9,5,"No","No",10.2,27.2,"No","Mast","No",1.515,196.16,Inf,0,0,-0.97866026702799,-0.421561662771884,-0.695752101392054,-0.717973761760106,0
"3013","2622-QMMTOD-I14",31,12,13,6,"Male",1,"Crafts","Unmarried","No","No",2,"No",10,2315.6,5,1.18503,9.5,27000,"No",1.37997,"Foreign","Lease",2,10700,"No",2,0,0,1,5,"No","Yes","Yes","Yes","No","No",19,"No","No","No","No","No",0,0,29.9,453.25,"Yes","No","No",17,5,"No","No",22.5,135.35,"No","Disc","Yes",2.565,231.56,5350,3,0,-0.43344259655217,-0.421561662771884,-0.585299280721052,-0.501279299513975,-0.774066028285465
"3014","2173-PGDSCF-871",33,22,9,8,"Female",4,"Service","Married","No","No",2,"No",11,4197,15,0.286272,12.6,32000,"Yes",3.745728,"Foreign","Own",1,17100,"Yes",0,0,0,0,0,"No","Yes","No","No","No","No",15,"No","Yes","Yes","Yes","Yes",0,0,0,0,"No","No","No",61,1,"Yes","Yes",38.55,770.25,"No","Mast","No",4.032,381.545454545455,17100,1,2,0.335041464905133,-0.421561662771884,0.0631195435417268,-0.410989940244754,-0.448296747111647
"3015","9320-MBBQEY-3EF",57,23,18,9,"Female",1,"Sales","Unmarried","Yes","No",4,"No",5,907.8,12,1.2696,6.9,40000,"No",1.4904,"Domestic","Own",2,19700,"No",2,0,0,0,0,"No","No","No","Yes","Yes","Yes",27,"No","No","No","Yes","No",0,0,0,0,"No","Yes","No",43,1,"No","No",19.5,297.2,"No","AMEX","No",2.76,181.56,9850,1,1,-1.00847813483196,-0.421561662771884,-0.420003034529635,-0.266526965414,-0.315952976634783
"3016","0110-DOBQFH-3F6",18,29,13,0,"Female",4,"Labor","Married","Yes","No",3,"No",21,4298.4,0,0.464896,6.4,16000,"No",0.559104,"Foreign","Own",2,7900,"Yes",1,0,2,1,9,"No","Yes","Yes","Yes","No","No",19,"Yes","No","No","No","Yes",0,0,0,0,"No","Yes","Yes",7,1,"No","No",8.4,14.6,"No","Mast","No",1.024,204.685714285714,3950,3,2,0.37645970867667,-0.421561662771884,-0.708620391178967,-0.699915889906262,-0.91659008879901
"3017","4656-GRFFDC-Z0Y",33,21,17,2,"Male",4,"Professional","Married","No","No",5,"No",15,3753.8,15,1.132856,11.6,38000,"Yes",3.275144,"Domestic","Own",2,21000,"Yes",0,0,0,0,6,"No","Yes","Yes","Yes","Yes","Yes",19,"Yes","No","No","Yes","No",0,0,35.75,1563.3,"Yes","Yes","No",45,2,"No","No",23.25,350,"No","Visa","Yes",4.408,250.253333333333,10500,3,1,0.154010245580228,-0.421561662771884,-0.366078772565428,-0.302642709121688,-0.249781091396352
"3018","0726-WUWWSP-PE1",44,28,10,11,"Male",1,"Service","Unmarried","Yes","No",2,"Yes",6,1598.1,26,0.090048,4.8,28000,"No",1.253952,"Domestic","Lease",2,11100,"Yes",3,0,0,0,0,"No","Yes","No","Yes","No","Yes",29,"Yes","No","No","Yes","No",0,0,0,0,"No","Yes","No",71,1,"No","No",179.7,4341.8,"No","Mast","No",1.344,266.35,5550,2,1,-0.726515475310336,-0.421561662771884,3.71071798706941,-0.483221427660131,-0.753705448212101
"3019","9460-AYJSSQ-N4Z",63,18,19,11,"Female",2,"Service","Married","Yes","No",2,"No",18,7994.5,32,3.23883,7,97000,"Yes",3.55117,"Foreign","Own",2,47200,"Yes",1,0,1,0,1,"No","No","No","Yes","No","Yes",20,"Yes","Yes","Yes","Yes","Yes",49.4,3297.7,0,0,"No","Yes","Yes",68,4,"Yes","Yes",76.35,1822.7,"Yes","Visa","Yes",6.79,444.138888888889,23600,1,4,1.88618328662518,2.87283311461785,1.13797919324304,0.762771730255123,1.08383690340897
"3020","8304-OFKZNL-X7O",60,27,19,5,"Male",2,"Sales","Married","No","No",1,"No",7,2350.4,26,0.215072,4.4,52000,"No",2.072928,"Domestic","Own",0,25907.1507883633,"Yes",0,0,0,0,3,"No","No","Yes","Yes","No","No",24,"No","Yes","Yes","No","Yes",0,0,50.25,2303.75,"Yes","Yes","Yes",49,1,"Yes","Yes",18.6,321.6,"No","AMEX","No",2.288,335.771428571429,Inf,2,4,-0.41922805135247,-0.421561662771884,-0.395083489227994,-0.0498325031678686,0
"3021","0275-XIRSOP-4TX",43,24,8,19,"Male",3,"Labor","Unmarried","Yes","No",1,"Yes",5,1940.6,13,0.257054,4.9,86000,"No",3.956946,"Domestic","Own",3,39700,"Yes",0,0,2,0,13,"No","No","Yes","No","Yes","No",16,"Yes","No","No","Yes","No",0,0,25.95,708.85,"Yes","No","No",29,1,"No","No",22.65,207.6,"No","Othe","No",4.214,388.12,13233.3333333333,1,0,-0.586616574997205,-0.421561662771884,-0.511510873014349,0.564135139862836,0.702076027033398
"3022","8885-BDFXOQ-IDU",68,24,18,4,"Male",2,"Sales","Married","No","Yes",3,"No",6,3680.7,34,0.593915,7.1,35000,"No",1.891085,"Domestic","Lease",2,15800,"Yes",0,0,1,2,3,"No","No","No","No","No","Yes",17,"No","No","Yes","Yes","No",0,0,0,0,"No","No","No",65,4,"No","No",30,618.6,"No","Visa","No",2.485,613.45,7900,0,0,0.124151531382009,-0.421561662771884,-0.0917595156793321,-0.356816324683221,-0.514468632350079
"3023","5641-QCKGRL-8EA",78,21,17,14,"Male",2,"Professional","Married","No","Yes",2,"No",14,2403.8,37,0.25974,5.2,15000,"No",0.52026,"Foreign","Lease",3,9200,"Yes",4,0,0,1,5,"No","Yes","Yes","Yes","No","Yes",24,"Yes","No","No","Yes","No",0,0,30.3,2066.15,"Yes","Yes","No",71,1,"No","No",138.45,3358.85,"No","Mast","Yes",0.78,171.7,3066.66666666667,3,1,-0.397416076821898,-0.421561662771884,2.70683818976417,-0.717973761760106,-0.850418203560579
"3024","3902-TZAHXC-1L6",32,22,10,1,"Female",1,"Sales","Unmarried","No","No",1,"No",10,1384,3,0.940405,9.5,19000,"Yes",0.864595,"Foreign","Own",2,7100,"Yes",0,0,2,0,2,"No","No","No","Yes","No","No",13,"Yes","No","No","No","No",0,0,0,0,"No","No","No",10,1,"No","No",15,57.75,"No","Disc","No",1.805,138.4,3550,1,0,-0.813967605403888,-0.421561662771884,-0.664551605122991,-0.645742274344729,-0.957311248945737
"3025","0226-VHPBUL-OSQ",48,19,15,3,"Female",3,"Sales","Married","No","No",1,"No",9,1628.2,30,0.611424,6.6,24000,"No",0.972576,"Domestic","Own",1,14000,"Yes",0,1,0,1,8,"No","No","No","Yes","No","Yes",29,"Yes","Yes","Yes","Yes","Yes",46.65,3191.1,0,0,"No","Yes","Yes",71,2,"Yes","Yes",159.15,3727.6,"Yes","Disc","No",1.584,180.911111111111,14000,1,4,-0.714220710640481,2.76633995779044,3.08343992459942,-0.555452915075508,-0.606091242680215
"3026","6326-NLSAHF-9WY",33,25,20,1,"Male",3,"Sales","Married","No","No",2,"No",12,4148.1,15,0.3553,2,55000,"No",0.7447,"Foreign","Own",2,17200,"Yes",4,0,2,0,2,"No","Yes","Yes","Yes","Yes","Yes",22,"No","No","No","Yes","No",58.5,3663.95,48.3,2936.4,"Yes","Yes","Yes",62,4,"Yes","Yes",31.35,664.35,"Yes","Disc","Yes",1.1,345.675,8600,3,4,0.3150675781159,3.23871602913978,-0.0450353682387555,0.00434111239366418,-0.443206602093306
"3027","6778-XWOGNL-3IH",47,28,16,19,"Male",4,"Crafts","Married","No","No",4,"No",9,5850.5,29,6.109488,26.6,132000,"No",29.002512,"Domestic","Own",2,57800,"Yes",3,0,0,0,0,"Yes","Yes","Yes","Yes","No","Yes",21,"Yes","Yes","Yes","Yes","Yes",56.45,3858.1,52.3,3763.2,"Yes","Yes","Yes",71,4,"Yes","Yes",61.8,1451.9,"Yes","AMEX","Yes",35.112,650.055555555556,28900,4,4,1.01043659386211,3.43267143625086,0.759283808085313,1.39479724513967,1.6233922753531
"3028","5213-FLCFRD-ESG",21,24,12,1,"Male",2,"Labor","Unmarried","No","No",4,"No",10,1597.6,3,0.64155,9.1,15000,"Yes",0.72345,"Domestic","Own",6,5600,"No",3,0,0,0,0,"No","Yes","Yes","Yes","No","No",30,"No","No","No","No","No",0,0,29.4,363.8,"Yes","Yes","Yes",16,4,"No","No",13.35,87.35,"No","Mast","Yes",1.365,159.76,933.333333333333,3,2,-0.726719707281596,-0.421561662771884,-0.634321337052148,-0.717973761760106,-1.03366342422085
"3029","2003-SAIVMS-I93",55,29,10,4,"Female",3,"Sales","Married","No","No",5,"No",6,2922.7,4,0.806806,9.1,31000,"No",2.014194,"Domestic","Lease",2,23600,"No",0,0,0,0,0,"No","No","No","No","No","No",22,"Yes","Yes","Yes","Yes","Yes",0,0,31.4,191.7,"Yes","No","No",7,5,"Yes","No",10.5,23.4,"No","Disc","No",2.821,487.116666666667,11800,0,1,-0.185464137048222,-0.421561662771884,-0.699633014184933,-0.429047812098598,-0.117437320919488
"3030","9321-XXHBOE-6V7",35,27,12,15,"Male",1,"Agriculture","Unmarried","Yes","No",1,"No",6,2719.4,17,2.050624,17.9,32000,"No",3.677376,"Domestic","Own",1,12800,"No",0,0,0,4,4,"No","No","Yes","No","Yes","Yes",20,"No","No","No","Yes","No",0,0,0,0,"No","Yes","No",52,1,"No","No",72.6,1271.8,"No","Mast","Yes",5.728,453.233333333333,12800,1,1,-0.268504856562556,-0.421561662771884,0.575348967559677,-0.410989940244754,-0.667172982900306
"3031","8461-NKNYYN-7KK",66,22,11,13,"Male",1,"Professional","Unmarried","No","No",1,"No",12,1791.3,13,0.976128,18.6,32000,"No",4.975872,"Foreign","Lease",3,14900,"No",1,0,1,2,3,"No","Yes","Yes","Yes","No","Yes",23,"Yes","Yes","Yes","Yes","Yes",0,0,0,0,"No","No","No",17,2,"Yes","No",22.5,125.85,"No","Visa","No",5.952,149.275,4966.66666666667,3,1,-0.647600241615454,-0.421561662771884,-0.595001562703248,-0.410989940244754,-0.560279937515147
"3032","5015-IYTEBF-TB1",33,25,22,2,"Female",2,"Professional","Married","No","No",5,"No",15,3919.7,11,1.32066,6.9,33000,"No",0.95634,"Foreign","Own",1,15600,"No",4,0,1,1,5,"No","No","Yes","Yes","Yes","Yes",16,"Yes","No","Yes","No","No",0,0,31.5,938.8,"Yes","Yes","No",31,4,"No","Yes",15.15,182.3,"No","AMEX","Yes",2.277,261.313333333333,15600,2,2,0.221774413644311,-0.421561662771884,-0.537349581872198,-0.392932068390909,-0.524648922386761
"3033","3253-CXDDUO-5DR",58,28,12,21,"Female",2,"Service","Married","Yes","No",2,"No",7,2346.8,31,4.680468,7.3,117000,"No",3.860532,"Foreign","Own",4,37700,"Yes",0,0,0,0,0,"No","No","No","No","No","Yes",19,"Yes","Yes","No","Yes","Yes",0,0,0,0,"No","No","No",65,3,"Yes","No",18.45,376.05,"No","AMEX","No",8.541,335.257142857143,9425,0,1,-0.420698521545543,-0.421561662771884,-0.339474094077406,1.12392916733201,0.60027312666658
